Latitude,Longitude,Country,City,Population
FLOAT,FLOAT,TEXT,TEXT,INT
13.1816667,-16.7583333,gm,gunjur,12530
47.338967,8.577801,ch,zollikon,12534
35.01,25.7352778,gr,ierapetra,12536
41.521508,0.35,es,fraga,12538
48.066667,12.233333,de,wasserburg,12539
54.05,13.766667,de,wolgast,12539
41.118889,45.453889,az,agstafa,12542
37.562904,-1.810008,es,puerto lumbreras,12542
48.816667,11.85,de,abensberg,12543
48.983333,2.416667,fr,arnouville-les-gonesse,12543
-23.366667,-50.816667,br,assai,12545
47.253807,-1.484296,fr,sainte-luce-sur-loire,12550
51.033333,6.683333,de,rommerskirchen,12554
-28.466667,-52.816667,br,nao-me-toque,12556
49.441389,8.356111,de,mutterstadt,12565
38.3,-5.266667,es,penarroya-pueblonuevo,12566
8.966667,37.766667,et,guder,12569
50.733954,2.235195,fr,longuenesse,12570
-22.5,-44.566667,br,itatiaia,12571
-1.7,-79.0333333,ec,san miguel,12575
45.858139,3.556275,fr,thiers,12576
53.3,9.283333,de,zeven,12577
37.182131,-6.96605,es,punta umbria,12578
-19.816667,-41.433333,br,mutum,12582
45.732153,4.99943,fr,genas,12584
-21.266667,-48.8,br,santa adelia,12585
-7.283333,-38.95,br,milagres,12588
48.383333,-4.616667,fr,plouzane,12588
48.783333,12.866667,de,plattling,12590
-11.566667,-39.45,br,valente,12591
48.966667,13.133333,de,regen,12591
10.398333,-75.151111,co,san estanislao,12596
42.324579,-8.784973,es,bueu,12597
44.5419444,18.5258333,ba,lukavac,12607
36.759304,-3.952495,es,torrox,12610
50.766667,8.566667,de,gladenbach,12613
-7.733333,-38,br,princesa isabel,12616
-18.616667,-43.383333,br,serro,12616
49.498333,8.422778,de,friesenheim,12616
-1.9166667,-79.5166667,ec,alfredo baquerizo moreno,12617
-13.633333,-41.316667,br,barra da estiva,12618
-22.716667,-44.15,br,rio claro,12620
48.689701,2.511863,fr,epinay-sous-senart,12620
48.216667,11.266667,de,maisach,12623
-8.666667,-36.016667,br,panelas,12625
40.992222,45.628889,az,tovuz,12626
48.9,9.116667,de,asperg,12627
-14.466667,-41.8,br,santana,12629
43.280418,-8.214674,es,betanzos,12629
47.816667,10.9,de,schongau,12634
48.906872,2.179199,fr,carrieres-sur-seine,12635
45.066667,-64.5,ca,kentville,12636
50.85,3.283333,be,kuurne,12638
-24.5,-50.4,br,tibagi,12644
48.983333,12.2,de,neutraubling,12645
48.982345,2.056872,fr,andresy,12646
-19.683333,-46.166667,br,campos altos,12648
50.183333,9.033333,de,langenselbold,12652
-13.616667,-42.95,br,riacho de santana,12658
39.768206,2.716361,es,soller,12658
-1.5833333,-78.6333333,ec,guano,12659
41.941548,-7.433918,es,verin,12663
-7.95,-35.633333,br,passira,12664
50.65,10.65,de,zella-mehlis,12664
-9.066667,-44.366667,br,bom jesus,12666
48.016667,8.533333,de,bad durrheim,12668
48.7,9.416667,de,wernau,12668
48.85,10.35,de,bopfingen,12669
-21.7,-57.866667,br,porto murtinho,12672
22.7405556,-82.9611111,cu,candelaria,12675
52.8,8.65,de,twistringen,12675
10.072427,-84.311242,cr,grecia,12677
51.483333,7.866667,de,wickede,12681
-0.766667,-47.45,br,maracana,12683
49.003889,9.771111,de,gaildorf,12683
-21.716667,-43.066667,br,bicas,12684
49.798116,12.635752,cz,tachov,12684
43.316666,-0.4,fr,lons,12684
44.102361,1.094502,fr,moissac,12686
43.968405,4.796298,fr,villeneuve-les-avignon,12688
-8.35,-42.25,br,sao joao do piaui,12689
41.1794444,20.315,al,librazhd,12691
50.229906,17.203426,cz,jesenik,12693
47.716667,9.4,de,markdorf,12701
47.216667,14.816667,at,knittelfeld,12704
-23.033333,-47.383333,br,elias fausto,12705
49.5,6.6,de,mettlach,12705
-21.05,-50.133333,br,buritama,12712
52.216667,-0.283333,gb,eaton socon,12712
-3.05,-40.183333,br,bela cruz,12715
-19.916667,-40.4,br,fundao,12715
-36.733333,-72.3,cl,bulnes,12715
-24.8,-53.3,br,corbelia,12725
-3.0833333,29.3944444,bi,bubanza,12728
16.25,-61.2666667,gp,saint-francois,12733
-19.166667,-41.5,br,conselheiro pena,12735
55.62157,8.48073,dk,varde,12735
22.7852778,-80.2536111,cu,quemado de guines,12736
5.874583,-75.567056,co,santa barbara,12743
50.666667,5.733333,be,blegny,12745
50.566667,-111.9,ca,brooks,12745
37.575112,-6.75432,es,valverde del camino,12747
52.666667,7.483333,de,haselunne,12748
39.266667,-0.466667,es,alginet,12754
51.883333,13.333333,de,ihlow,12757
-22.383333,-44.966667,br,passa quatro,12765
48.895926,2.526372,fr,le raincy,12770
35.416737,65.982341,af,ciras,12778
49.883333,-124.55,ca,powell river,12779
12.5822222,-1.2983333,bf,ziniare,12783
-32.432778,-71.133611,cl,cabildo,12784
5.45303,-75.650717,co,supia,12784
10.443611,-75.273056,co,villanueva,12792
52.65,8.116667,de,dinklage,12802
-1.95,-48.183333,br,acara,12803
51.281111,9.618611,de,kaufungen,12804
-9,-36.033333,br,sao jose da laje,12811
52.25,10.65,de,cremlingen,12811
10.9666667,-3.25,bf,diebougou,12814
-22.266667,-46.166667,br,borda da mata,12814
50.866667,4.466667,be,kraainem,12815
-21.833333,-44.8,br,cruzilia,12816
49.183333,-68.266667,ca,hauterive,12816
49.056944,12.09,de,lappersdorf,12817
40.942137,45.732171,az,qovlar,12819
-1.216667,-46.016667,br,carutapera,12819
47.418328,8.589816,ch,wallisellen,12820
10.7,-12.25,gn,dalaba,12823
49.654722,8.568611,de,lorsch,12829
-36.711311,142.199814,au,horsham,12830
-1.2166667,-80.3833333,ec,santa ana,12833
48.366667,8.65,de,sulz,12834
-5.466667,-35.366667,br,sao miguel,12838
52.383333,10.266667,de,edemissen,12838
-8.18812,15.37495,ao,camabatela,12839
55.725,12.375,dk,vaerlose,12842
50.466667,8.9,de,hungen,12844
49.573209,0.473389,fr,bolbec,12847
-21.95,-44.883333,br,baependi,12853
-19.45,-45.6,br,dores do indaia,12859
-29.883333,-54.816667,br,cacequi,12868
52.316667,7.783333,de,mettingen,12869
43.409802,-3.416131,es,laredo,12871
49.2,6.933333,fr,stiring-wendel,12872
50.266667,4.916667,be,dinant,12875
-21.166667,-43.033333,br,tocantins,12876
54.166667,10.416667,de,plon,12876
-11.366667,-37.65,br,umbauba,12880
-24.6666667,25.7822222,bw,gabane,12884
51.066667,3.266667,be,wingene,12887
49.22,8.712222,de,ostringen,12887
48.542494,-2.779835,fr,plerin,12890
-11.700556,-46.743056,br,dianopolis,12896
48.843564,-0.885237,fr,vire,12898
-8.483333,-36.233333,br,cachoeirinha,12905
52.683333,8.8,de,sulingen,12905
50.349199,15.920442,cz,jaromer,12911
-1.35,-47.566667,br,santa maria do para,12915
48.866667,-72.233333,ca,dolbeau,12916
-38.11095,147.068024,au,sale,12917
50.533333,5.216667,be,wanze,12918
-6.4,-48.533333,br,sao geraldo do araguaia,12925
-23.416667,-54.65,br,costa rica,12931
49.170833,8.618889,de,ubstadt-weiher,12939
-11.7,-41.466667,br,cafarnaum,12940
49.15,7.033333,de,kleinblittersdorf,12940
42.55,27.65,bg,pomorie,12941
50.5,5.666667,be,sprimont,12945
43.45223,5.413189,fr,bouc-bel-air,12946
6.6,38.416667,et,wendo,12948
-8.15,-70.35,br,feijo,12951
-22.05,-51.55,br,presidente bernardes,12954
-23.75,-52.45,br,terra boa,12958
49.367778,8.531111,de,ketsch,12960
10.068342,-84.325441,cr,san antonio,12965
9.983333,-84.183333,cr,san antonio,12965
49.19,11.188611,de,hilpoltstein,12968
51.583333,6.516667,de,alpen,12970
-7.033333,-39.283333,br,caririacu,12971
38.06173,-1.048283,es,santomera,12979
-7.933333,-35.35,br,feira nova,12985
48.75793,2.051366,fr,voisins-le-bretonneux,12987
48.4,12.766667,de,eggenfelden,12988
48.1,11.45,de,grafelfing,12992
-20.283333,-42.35,br,matipo,12997
48.233333,12.683333,de,altotting,12998
-3.466667,-42.366667,br,luzilandia,12999
47.31776,8.581943,ch,kusnacht,13000
48.837401,-1.593931,fr,granville,13003
41.683047,2.28626,es,la garriga,13006
48.5,9.4,de,bad urach,13007
41.514348,2.19297,es,la llagosta,13012
49.931111,8.416111,de,trebur,13016
43.35,27.2,bg,novi pazar,13017
46.188186,6.196893,ch,thonex,13018
56.958788,8.696409,dk,thisted,13020
48.683333,12.683333,de,landau,13026
-20.65,-41.916667,br,espera feliz,13031
49.545327,0.955152,fr,barentin,13031
-4.3833333,-79.95,ec,macara,13035
50.699435,3.134292,fr,mouvaux,13035
-27.416667,-49.6,br,ituporanga,13038
47.239059,8.725646,ch,stafa,13040
47.633333,7.9,de,wehr,13042
53.7,9.716667,de,tornesch,13045
10.75,-11.1166667,gn,dabola,13056
48.083333,11.683333,de,neubiberg,13057
51.1,8.1,de,kirchhundem,13059
50.466389,-4.725556,gb,bodmin,13063
49.766667,-94.466667,ca,kenora,13075
45.396887,4.325923,fr,le chambon-feugerolles,13080
1.678168,-75.284655,co,el doncello,13082
-15.016667,-44.05,br,itacarambi,13084
43.422601,-4.756861,es,llanes,13084
48.283333,10.083333,de,vohringen,13092
-7.8,-35.05,br,aracoiaba,13095
-7.25,-39.133333,br,missao velha,13106
9.2,2.2666667,bj,beterou,13108
48.435221,-4.397224,fr,guipavas,13109
28.064123,-15.548099,es,teror,13110
50.421241,14.257235,cz,roudnice,13114
40.122128,-3.847038,es,illescas,13114
46.768056,14.360278,at,sankt veit,13116
50.9,12.366667,de,schmolln,13118
47.7,9.566667,de,meckenbeuren,13121
47.515392,9.434779,ch,arbon,13125
48.366667,-4.366667,fr,plougastel-daoulas,13128
45.176755,5.693872,fr,seyssinet-pariset,13135
-19.516667,-49.466667,br,campina verde,13137
51.616667,7.966667,de,welver,13142
50.95,3.8,be,oosterzele,13151
49.966667,6.533333,de,bitburg,13154
50.624091,15.61315,cz,vrchlabi,13155
42.3,25.9333333,bg,radnevo,13157
64.083333,24.55,fi,ylivieska,13159
48.883333,11.183333,de,eichstatt,13166
-4.883333,-44.883333,br,esperantinopolis,13167
50.55,6.25,de,monschau,13167
52.683333,7.95,de,quakenbruck,13170
53.416667,7.733333,de,wiesmoor,13180
47.839422,-0.329716,fr,sable-sur-sarthe,13182
41.1305556,44.6519444,am,alaverdi,13186
-13.333333,-44.65,br,correntina,13187
47.126727,8.745245,ch,einsiedeln,13188
-20.233333,-56.366667,br,miranda,13189
-21.366667,-48.066667,br,pradopolis,13193
42.8,23.35,bg,novi iskar,13194
52.2,10.3,de,lengede,13196
62.0166667,-6.7666667,fo,torshavn,13200
43.3666667,25.1333333,bg,levski,13203
42.3441667,42.99,ge,tkibuli,13203
5.135526,-5.023964,ci,grand-lahou,13205
-17.716667,-40.75,br,carlos chagas,13206
48.95,10.916667,de,treuchtlingen,13208
48.183333,10.75,de,schwabmunchen,13209
-20.083333,-42.366667,br,raul soares,13210
-5.620278,-63.1875,br,tapaua,13211
-20.833333,-48.8,br,severinia,13212
51.733333,8.25,de,wadersloh,13212
-17.955379,122.23922,au,broome,13218
49.569167,8.168056,de,grunstadt,13219
47.5,-0.583333,fr,avrille,13219
3.249907,-76.228145,co,miranda,13223
-3.833333,-43.883333,br,santa rita,13226
-22.25,-47.816667,br,itirapina,13229
51.933333,10.333333,de,langelsheim,13234
37.772009,-3.897411,es,torre del campo,13235
51.9,6.983333,de,velen,13236
10.609214,-75.143091,co,luruaco,13237
56.65,-2.883333,gb,forfar,13237
48.333333,9.883333,de,erbach,13238
11.75,-2.9333333,bf,boromo,13240
-6.883333,-36.933333,br,santa luzia,13243
48.616667,10.183333,de,herbrechtingen,13244
50.85,4.483333,be,wezembeek-oppem,13245
48.3,11.616667,de,eching,13247
48.283333,9.116667,de,burladingen,13249
-22.866667,-51.4,br,florestopolis,13250
50.753296,3.121314,fr,roncq,13251
9.945223,-84.039265,cr,sabanilla,13253
47.416667,15.283333,at,bruck an der mur,13254
42.8719444,18.4297222,ba,bileca,13256
50,9.2,de,hosbach,13258
-19.95,-43.8,br,raposos,13263
-31.775,-70.972222,cl,salamanca,13265
51.316667,9.166667,de,wolfhagen,13265
49.483333,7.066667,de,tholey,13266
-4.066667,-45.166667,br,vitorino freire,13267
43.749038,7.417022,fr,beausoleil,13268
42.048215,2.263955,es,torello,13275
49.624722,9.662778,de,tauberbischofsheim,13276
50.383333,-3.916667,gb,ivybridge,13277
21.3047222,-76.8402778,cu,manati,13278
47.916667,9.25,de,pfullendorf,13278
50.681912,13.864749,cz,krupka,13281
-3.75,-39.783333,br,iraucuba,13282
9.532482,-75.22382,co,ovejas,13284
-20.866667,-46.383333,br,alpinopolis,13286
47.916667,13.8,at,gmunden,13287
3.5166667,15.05,cm,yokadouma,13287
39.987879,-6.537718,es,coria,13287
55.933333,-3.466667,gb,broxburn,13288
43.309716,6.628328,fr,sainte-maxime,13291
-29.45,-50.583333,br,sao francisco de paula,13292
55.767676,12.196011,dk,stenlose,13302
53.916667,9.883333,de,bad bramstedt,13303
50.716667,12.8,de,stollberg,13304
50.55,5.316667,be,amay,13307
52.133333,10.95,de,schoningen,13313
52.733333,7.766667,de,loningen,13315
6.0833333,-0.8333333,gh,kade,13315
49.903333,8.523333,de,buttelborn,13326
-23.866667,-46.95,br,sao lourenco da serra,13331
-2.166667,-56.066667,br,juruti,13333
53.016667,8.35,de,hatten,13342
51.216667,5.416667,be,overpelt,13344
45.1411111,17.25,ba,bosanska gradiska,13345
37.463671,-6.012938,es,la algaba,13346
47.751403,7.400913,fr,rixheim,13348
34.95,33.5916667,cy,aradippou,13351
49.001318,2.353607,fr,saint-brice-sous-foret,13356
46.130017,3.459632,fr,cusset,13359
-21.2077778,-159.775,ck,avarua,13374
51.583333,9.933333,de,bovenden,13376
43.160886,-5.828783,es,lena,13377
-7.9,-36.05,br,taquaritinga do norte,13379
55.4602778,30,by,haradok,13380
17.25,-88.7666667,bz,belmopan,13381
48.066667,7.883333,de,denzlingen,13388
0.6080556,-80.0441667,ec,muisne,13393
51.2,9.716667,de,hessisch lichtenau,13394
53.066667,11.866667,de,perleberg,13394
47.432553,8.580231,ch,opfikon,13395
49.460197,1.12219,fr,bois-guillaume,13395
-29.4,-53.05,br,sobradinho,13397
40.08238,49.412048,az,qobustan,13398
32.927751,66.632534,af,uruzgan,13400
50.55,3.716667,be,beloeil,13405
-30.083333,-51.716667,br,arroio dos ratos,13405
18.3666667,-71.5166667,do,duverge,13405
62.6,25.733333,fi,aanekoski,13406
50.516667,8.833333,de,lich,13410
43.37172,-1.773821,fr,hendaye,13423
47.805121,-3.273366,fr,hennebont,13423
-4.383333,-38.816667,br,aracoiaba,13425
48.266667,12.15,de,dorfen,13425
-9.816667,-36.766667,br,lagoa da canoa,13428
49.233333,2.133333,fr,meru,13430
47.182126,8.463576,ch,cham,13431
52.366667,8.316667,de,bohmte,13432
-6.266667,-35.2,br,goianinha,13434
40.472255,50.333041,az,artyom,13435
-24.716667,-47.883333,br,pariquera-acu,13436
52.166667,9.783333,de,nordstemmen,13436
22.9475,-80.9202778,cu,marti,13439
50.446427,2.904812,fr,harnes,13440
50.147421,15.118661,cz,podebrady,13445
42.833333,-80.3,ca,simcoe,13446
48.734217,7.056016,fr,sarrebourg,13458
-23.983333,-51.366667,br,faxinal,13464
55.716667,-3.833333,gb,carluke,13465
-24.933333,-50.083333,br,carambei,13466
51.833333,7.833333,de,sendenhorst,13469
50.333333,8.533333,de,usingen,13469
51.801667,-4.970833,gb,haverfordwest,13469
49.7,10.8,de,hochstadt,13470
39.404637,-3.123583,es,campo de criptana,13470
34.387949,67.023273,af,panjab,13471
-11.716667,-40.133333,br,mairi,13475
40.7408333,44.8630556,am,dilijan,13480
-21.85,-43.8,br,lima duarte,13480
51.983333,13.083333,de,juterbog,13483
51.183333,3.083333,be,jabbeke,13488
29.060494,-13.563975,es,teguise,13491
51.05,4.883333,be,herselt,13493
51.233333,3.75,be,assenede,13495
-30.031944,-70.708056,cl,vicuna,13496
52.266667,9.766667,de,pattensen,13496
50.533333,5.566667,be,esneux,13497
-24.316667,-47.633333,br,juquia,13497
49.656111,8.996389,de,erbach,13501
50.124905,3.411859,fr,caudry,13503
39.4,-0.416667,es,albal,13507
49.149465,6.149088,fr,woippy,13508
51.016667,4.2,be,buggenhout,13510
-2.1,-56.483333,br,terra santa,13512
50.133333,8.4,de,eppstein,13512
1.338495,-77.595695,co,samaniego,13515
-17.15,-40.333333,br,itanhem,13517
50.05,4.483333,be,couvin,13518
-3.383333,-39.833333,br,amontada,13520
-8.416667,-35.85,br,sao joaquim do monte,13520
7.932478,-72.601252,co,el zulia,13521
-7.783333,-35.583333,br,bom jardim,13523
43.389075,-1.658095,fr,saint-jean-de-luz,13523
10.993761,-74.284385,co,puebloviejo,13524
42.95,-81.616667,ca,strathroy,13525
46.465715,-0.800487,fr,fontenay-le-comte,13535
50.983333,4.633333,be,haacht,13541
-20.083333,-41.133333,br,afonso claudio,13543
56.031296,9.931704,dk,skanderborg,13543
51.75,11.05,de,thale,13544
44.7652778,16.6655556,ba,sanski most,13550
5.78013,-73.117082,co,paipa,13554
50.383333,3.483333,fr,raismes,13554
37.514454,-4.656173,es,aguilar de la frontera,13557
51.366667,5,be,ravels,13560
-22.55,-45.783333,br,paraisopolis,13563
52.283333,7.916667,de,lotte,13564
8.638955,-72.73583,co,tibu,13566
38.962507,-0.584431,es,canals,13569
0.5666667,12.8666667,ga,makokou,13571
-16.816667,-49.916667,br,palmeiras de goias,13573
50.883333,4.833333,be,lubbeek,13574
43.2361111,23.1258333,bg,berkovica,13574
51.116667,14.183333,de,bischofswerda,13577
32.072752,64.835903,af,sangin,13579
43.405419,6.062253,fr,brignoles,13579
51.1,3,be,ichtegem,13582
50.75,12.65,de,lichtenstein,13583
6.5833333,1.6666667,bj,athieme,13585
49.376667,11.213889,de,feucht,13585
52.816667,9.966667,de,bergen,13586
-18.416667,-46.416667,br,presidente olegario,13587
-19.55,-42.116667,br,inhapim,13594
55.499223,9.744498,dk,middelfart,13596
36.432589,64.920713,af,dawlatabad,13603
-32.75,151.75,au,raymond terrace,13606
60.45,22.033333,fi,naantali,13607
-6.25,-42.683333,br,regeneracao,13608
50.015318,4.047837,fr,fourmies,13610
52.1325,25.5461111,by,ivanava,13614
-15.85,-48.95,br,pirenopolis,13615
-40.916667,-73.166667,cl,purranque,13619
41.630965,48.681,az,xudat,13625
7.583583,-75.400684,co,taraza,13639
52.866667,9.7,de,fallingbostel,13639
44.4494444,18.6497222,ba,zivinice,13640
-17.516667,-49.45,br,pontalina,13640
50.616667,5.85,be,dison,13642
36.82389,-4.705908,es,alora,13644
51.083333,7.533333,de,marienheide,13645
-27.08367,153.159424,au,bongaree,13649
42.512806,-8.814421,es,cambados,13653
-35.55,-71.483333,cl,san clemente,13656
51.05,9.283333,de,borken,13656
-15.433333,-55.75,br,chapada dos guimaraes,13657
41.648983,1.1396,es,tarrega,13663
40.6266667,22.4441667,gr,alexandria,13665
46.948477,1.993623,fr,issoudun,13676
-22.85,-46.316667,br,extrema,13682
50.983333,5.2,be,lummen,13689
-27.833333,-52.266667,br,getulio vargas,13695
53.283333,9.716667,de,tostedt,13695
37.767478,-3.957762,es,torredonjimeno,13701
63.316667,30.016667,fi,lieksa,13704
7.348285,-73.896011,co,puerto wilches,13705
-21.283333,-43.183333,br,rio pomba,13707
51.65,6.783333,de,hunxe,13707
0.676558,-76.877116,co,orito,13708
49.301677,2.604673,fr,pont-sainte-maxence,13709
53.7,10.766667,de,ratzeburg,13719
50.983333,4.7,be,tremelo,13721
43.135174,5.848004,fr,ollioules,13730
45.530668,4.621306,fr,rive-de-gier,13733
47.583333,-53.3,ca,bay roberts,13735
50.916667,8.533333,de,biedenkopf,13736
50.683333,5.25,be,waremme,13737
-38.983333,-72.65,cl,pitrufquen,13743
48.27511,2.690778,fr,nemours,13743
-11.433333,-40.6,br,miguel calmon,13748
43.480936,-5.435249,es,villaviciosa,13750
-27.583333,-50.4,br,correia pinto,13752
9.860578,-83.935301,cr,guadalupe,13754
9.652861,-84.007966,cr,guadalupe,13754
51.683333,6.866667,de,schermbeck,13758
46.511255,6.495693,ch,morges,13759
50.65,11.983333,de,zeulenroda,13760
47.39646,8.448587,ch,schlieren,13762
4.611667,-76.081389,co,toro,13764
-7.516667,-34.9,br,caapora,13770
48.013368,2.735871,fr,chalette-sur-loing,13771
-18.383333,-40.833333,br,ecoporanga,13774
-21.816667,-49.583333,br,cafelandia,13777
-21.033333,-44.766667,br,bom sucesso,13786
-25.016667,-47.95,br,cananeia,13786
52.983333,-122.483333,ca,quesnel,13788
5.160538,-76.683971,co,istmina,13788
48.066539,-2.96442,fr,pontivy,13789
51.383333,10.333333,de,leinefelde,13794
-3.85,-40.933333,br,ubajara,13802
-32.567421,151.166031,au,singleton,13813
41.639757,2.357387,es,cardedeu,13822
-6.966667,-35.7,br,areia,13825
48.133333,8.333333,de,sankt georgen,13825
41.8375,43.3791667,ge,borjomi,13826
22.6869444,-82.2927778,cu,batabano,13832
50.483333,8.25,de,weilburg,13833
46.172337,1.874562,fr,gueret,13834
53.9,9.15,de,brunsbuttel,13840
-22.6,-45.183333,br,piquete,13845
9.901627,-84.10042,cr,alajuelita,13848
38.205507,-1.399072,es,abaran,13850
51.033333,4,be,berlare,13853
2.570823,-77.885421,co,guapi,13854
43.18143,-2.263527,es,azpeitia,13854
37.281136,-7.150706,es,cartaya,13854
53.65,9.816667,de,rellingen,13856
-22.633333,-54.8,br,caarapo,13863
55.889082,-3.569419,gb,linlithgow,13863
-26.783333,-53.15,br,maravilha,13865
-12.75,-39.433333,br,castro alves,13869
41.581905,2.549358,es,arenys de mar,13869
-8.95,-37.416667,br,itaiba,13870
-4.3613889,14.7644444,cg,kinkala,13882
49.35,6.816667,de,saarwellingen,13882
41.05,-0.133333,es,alcaniz,13884
37.251095,-3.749671,es,pinos puente,13884
49.416667,11.016667,de,stein,13885
55.100907,14.706636,dk,ronne,13889
-7.383333,-35.116667,br,pedras de fogo,13894
47.149722,9.816667,at,bludenz,13904
-23.066667,-51.033333,br,sertanopolis,13904
41.540328,2.26524,es,montornes del valles,13904
51.266667,9.533333,de,lohfelden,13910
-5.883333,-42.633333,br,agua branca,13912
52.283333,8.666667,de,hullhorst,13913
50.833333,3.466667,be,anzegem,13920
50.3,8.266667,de,bad camberg,13920
48.016667,10.6,de,bad worishofen,13922
-13.95,-39.116667,br,camamu,13924
49.457222,8.606389,de,edingen-neckarhausen,13935
48.65,11.783333,de,mainburg,13944
-30.691944,-70.946667,cl,monte patria,13945
57.7744444,26.0452778,ee,valga,13946
9.321247,-74.568478,co,santa ana,13951
-28.666667,-49.2,br,morro da fumaca,13952
43.610145,1.503705,fr,balma,13955
49.922778,8.867778,de,munster,13957
28.961076,-13.645021,es,tias,13957
50.283333,9.366667,de,bad soden-salmunster,13960
-23.927482,-47.069543,br,juquitiba,13961
43.220711,-2.020336,es,andoain,13961
-21.533333,-51.433333,br,junqueiropolis,13965
-10.436111,-45.131111,br,corrente,13967
48.302042,-0.618914,fr,mayenne,13969
49.199657,6.689863,fr,creutzwald,13970
49.519364,5.768815,fr,longwy,13971
50.533333,6.466667,de,schleiden,13972
50.283333,11.066667,de,rodental,13973
48.821815,2.427157,fr,saint-maurice,13975
50.766667,9.6,de,solms,13982
50.983333,6.266667,de,linnich,13983
5.2666667,-0.75,gh,mumford,13983
10.051537,-75.267746,co,san pablo,13984
12.4833333,-13.3,gn,koundara,13989
50.016667,8.45,de,raunheim,13993
47.552573,7.660567,de,grenzach-wyhlen,13994
-16.466667,-43.5,br,francisco sa,13997
-4.374444,-70.029722,br,benjamin constant,13998
46.16497,8.799253,ch,locarno,13998
6.9833333,15.65,cf,bocaranga,14002
47.566667,10.7,de,fussen,14002
6.983333,35.583333,et,mizan teferi,14002
-11.466667,-41.433333,br,america dourada,14018
-21.966667,-42.366667,br,cantagalo,14019
-36.358459,146.320557,au,wangaratta,14023
47.3,11.066667,at,telfs,14028
45.548695,3.249423,fr,issoire,14034
5.4,26.5,cf,obo,14038
48.116667,16.266667,at,perchtoldsdorf,14041
-21.066667,-41.366667,br,mimoso do sul,14045
40.5041667,20.2272222,al,corovode,14046
7.062635,-4.499484,ci,bocanda,14051
55.433333,-2.783333,gb,hawick,14053
8.6833333,-8.6333333,gn,beyla,14053
43.299999,-0.4,fr,billere,14055
-5.812222,-61.2975,br,manicore,14058
51.85,9.1,de,steinheim,14059
-28.066667,-52,br,tapejara,14064
-20.833333,-49.216667,br,guapiacu,14065
52.25,7.366667,de,neuenkirchen,14068
47.366667,9.683056,at,hohenems,14072
52.3,8.133333,de,belm,14073
50.15,8.533333,de,schwalbach,14074
53.583333,7.9,de,jever,14079
43.805769,4.665598,fr,tarascon,14080
54.837343,11.12839,dk,nakskov,14081
48.032791,7.582937,de,breisach,14083
43.882248,4.853279,fr,chateaurenard,14088
62.95,23,fi,lapua,14091
56.016667,-4.733333,gb,helensburgh,14108
49.392222,8.794167,de,neckargemund,14111
-5.083333,-37.616667,br,barauna,14113
43.666628,7.120396,fr,villeneuve-loubet,14120
51.133333,9.55,de,melsungen,14122
52.266667,9.583333,de,wennigsen,14122
53.733333,10.266667,de,bargteheide,14123
50.666667,5.083333,be,hannut,14129
49.726551,17.292981,cz,sternberk,14130
26.8166667,91.5666667,bt,samdrup jongkhar,14134
41.3455556,19.5672222,al,shijak,14138
10.445893,-74.958694,co,manati,14141
-25.85,-52.5,br,chopinzinho,14142
53.183333,8.75,de,ritterhude,14143
-15.733333,-43.033333,br,porteirinha,14144
50.066667,8.533333,de,kelsterbach,14146
51.116667,5.25,be,leopoldsburg,14149
50.372014,3.50387,fr,anzin,14153
48.510852,3.726338,fr,romilly-sur-seine,14158
30.436244,61.838304,af,mirabad,14160
43.808365,4.63946,fr,beaucaire,14162
47.352359,8.278768,ch,wohlen,14163
-2.05,-45.933333,br,maracacume,14164
52.116667,-122.15,ca,williams lake,14168
-4.216667,-38.716667,br,redencao,14174
-28.633333,-53.1,br,ibiruba,14180
29.001726,-13.611669,es,san bartolome,14185
51.133333,4.383333,be,aartselaar,14193
53.566667,-0.983333,gb,hatfield,14199
48.333333,16.05,at,tulln,14201
-8.783333,-35.833333,br,maraial,14204
41.791172,0.810942,es,balaguer,14207
-7.866667,-38.766667,br,sao jose do belmonte,14211
-20.933333,-49.466667,br,bady bassitt,14216
48.569028,2.443839,fr,mennecy,14216
-14.75,-40.066667,br,iguai,14218
-2.8861111,29.1236111,bi,cibitoke,14220
48.7,9.583333,de,uhingen,14220
48.05,10.483333,de,mindelheim,14221
50.816667,6.35,de,langerwehe,14222
10.65,-9.8833333,gn,kouroussa,14222
-21.35,-51.85,br,panorama,14227
7.1666667,-2.1,gh,duayaw nkwanta,14227
-28.86414,153.565414,au,ballina,14248
43.1833333,27.4333333,bg,provadija,14253
51.033333,4.533333,be,bonheiden,14260
-23.05,-49.166667,br,cerqueira cesar,14261
50.6,4.45,be,genappe,14266
47.716667,13.616667,at,bad ischl,14267
41.0316667,19.9758333,al,cerrik,14269
6.280456,-75.443537,co,guarne,14270
-25.916667,-53.466667,br,ampere,14275
47.566667,10.216667,de,immenstadt,14282
47.9,9.9,de,bad wurzach,14288
-20.312149,118.610588,au,port hedland,14289
-16.966667,-48.95,br,bela vista de goias,14289
-20.35,-41.533333,br,iuna,14290
-4.833333,-40.333333,br,tamboril,14292
64.916667,25.5,fi,kempele,14293
-2.2,-78.8333333,ec,alausi,14294
49.74047,13.592556,cz,rokycany,14295
50.8,8,de,neunkirchen,14295
-17.85,-63.2166667,bo,el carmen,14297
42.226301,-2.101386,es,arnedo,14299
-23.016667,-48,br,conchas,14301
-29.55,-55.133333,br,sao francisco de assis,14305
48.973377,2.346885,fr,montmagny,14305
